This file was created using the 201705 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
19960619   ,-0.27    ,0.02   ,-0.08    ,0.02
19960620   ,-0.26    ,0.07    ,0.03    ,0.02
19960621   ,-0.40   ,-0.05   ,-0.10    ,0.02
19960624    ,0.60   ,-0.29    ,0.07    ,0.02
19960625   ,-0.08    ,0.09    ,0.09    ,0.02
19960626   ,-0.06   ,-0.23    ,0.26    ,0.02
19960627   ,-0.04    ,0.22    ,0.18    ,0.02
19960628   ,-0.04   ,-0.08    ,0.01    ,0.02
19960701    ,0.04    ,0.05   ,-0.13    ,0.02
19960702   ,-0.46    ,0.16    ,0.19    ,0.02
19960703    ,0.06    ,0.00    ,0.06    ,0.02
19960704   ,-0.03   ,-0.11    ,0.08    ,0.02
19960705   ,-0.57    ,0.28    ,0.10    ,0.02
19960708   ,-0.89    ,0.14    ,0.07    ,0.02
19960709    ,0.20   ,-0.05    ,0.15    ,0.02
19960710   ,-0.08    ,0.09    ,0.22    ,0.02
19960711    ,0.00   ,-0.11    ,0.36    ,0.02
19960712   ,-1.05    ,0.44    ,0.08    ,0.02
19960715   ,-0.15    ,0.00    ,0.09    ,0.02
19960716   ,-0.50    ,0.04    ,0.54    ,0.02
19960717    ,0.26   ,-0.10   ,-0.17    ,0.02
19960718    ,0.56   ,-0.24   ,-0.23    ,0.02
19960719    ,0.43    ,0.24   ,-0.08    ,0.02
19960722   ,-0.92    ,0.59    ,0.03    ,0.02
19960723   ,-0.05   ,-0.72    ,0.03    ,0.02
19960724   ,-1.74    ,0.61    ,0.22    ,0.02
19960725    ,0.76   ,-0.63   ,-0.03    ,0.02
19960726    ,0.11   ,-0.12   ,-0.32    ,0.02
19960729    ,0.02   ,-0.19    ,0.02    ,0.02
19960730   ,-0.23   ,-0.42    ,0.03    ,0.02
19960731    ,0.70   ,-0.59    ,0.20    ,0.02
19960801    ,0.40   ,-0.41   ,-0.05    ,0.02
19960802    ,0.66   ,-0.32   ,-0.04    ,0.02
19960805    ,0.31   ,-0.27    ,0.06    ,0.02
19960806   ,-0.74    ,0.29    ,0.02    ,0.02
19960807   ,-0.69    ,0.17    ,0.02    ,0.02
19960808    ,0.27   ,-0.23   ,-0.21    ,0.02
19960809   ,-0.24    ,0.04    ,0.07    ,0.02
19960812    ,0.16   ,-0.38    ,0.03    ,0.02
19960813    ,0.39   ,-0.13   ,-0.03    ,0.02
19960814   ,-0.09   ,-0.06   ,-0.32    ,0.02
19960815    ,0.30    ,0.38   ,-0.11    ,0.02
19960816    ,0.05    ,0.21   ,-0.02    ,0.02
19960819    ,0.20    ,0.31   ,-0.15    ,0.02
19960820    ,0.19    ,0.01   ,-0.02    ,0.02
19960821    ,0.25    ,0.15   ,-0.21    ,0.02
19960822    ,0.39   ,-0.46   ,-0.01    ,0.02
19960823    ,0.35    ,0.19    ,0.10    ,0.02
19960826   ,-0.57    ,0.52    ,0.07    ,0.02
19960827   ,-0.05   ,-0.14    ,0.03    ,0.02
19960828   ,-0.36    ,0.25   ,-0.15    ,0.02
19960829   ,-0.56    ,0.43   ,-0.02    ,0.02
19960830   ,-0.91    ,0.53   ,-0.04    ,0.02
19960902   ,-0.35   ,-0.01   ,-0.07    ,0.02
19960903   ,-0.19    ,0.11   ,-0.13    ,0.02
19960904    ,0.41   ,-0.17    ,0.20    ,0.02
19960905    ,0.14   ,-0.31   ,-0.12    ,0.02
19960906   ,-0.43    ,0.11   ,-0.02    ,0.02
19960909    ,0.16   ,-0.25    ,0.16    ,0.02
19960910    ,0.16   ,-0.37   ,-0.22    ,0.02
19960911   ,-0.40    ,0.17    ,0.05    ,0.02
19960912    ,0.14   ,-0.21   ,-0.02    ,0.02
19960913    ,0.76   ,-0.65   ,-0.08    ,0.02
19960916    ,0.42   ,-0.15    ,0.09    ,0.02
19960917    ,0.45   ,-0.26   ,-0.04    ,0.02
19960918    ,0.17    ,0.21   ,-0.01    ,0.02
19960919   ,-0.03   ,-0.25    ,0.05    ,0.02
19960920   ,-0.32    ,0.28    ,0.23    ,0.02
19960923   ,-0.29    ,0.21    ,0.16    ,0.02
19960924    ,0.54   ,-0.26    ,0.18    ,0.02
19960925    ,0.05   ,-0.54   ,-0.06    ,0.02
19960926    ,0.02   ,-0.19   ,-0.16    ,0.02
19960927    ,0.35   ,-0.25    ,0.04    ,0.02
19960930    ,0.10   ,-0.09   ,-0.10    ,0.02
19961001   ,-0.04    ,0.04   ,-0.13    ,0.02
19961002    ,0.07   ,-0.08    ,0.03    ,0.02
19961003   ,-0.07    ,0.16    ,0.30    ,0.02
19961004   ,-0.35    ,0.16   ,-0.06    ,0.02
19961007    ,0.34   ,-0.10   ,-0.04    ,0.02
19961008   ,-0.34    ,0.03    ,0.26    ,0.02
19961009   ,-0.34    ,0.28    ,0.11    ,0.02
19961010   ,-0.04    ,0.15   ,-0.03    ,0.02
19961011    ,0.11   ,-0.26   ,-0.06    ,0.02
19961014    ,0.26   ,-0.19   ,-0.13    ,0.02
19961015    ,0.56   ,-0.61   ,-0.26    ,0.02
19961016   ,-0.33    ,0.43   ,-0.01    ,0.02
19961017    ,0.13    ,0.14   ,-0.08    ,0.02
19961018    ,0.53   ,-0.02   ,-0.10    ,0.02
19961021   ,-0.27    ,0.31    ,0.28    ,0.02
19961022   ,-0.04    ,0.02    ,0.03    ,0.02
19961023   ,-0.72    ,0.30    ,0.07    ,0.02
19961024   ,-0.13    ,0.12    ,0.16    ,0.02
19961025   ,-0.48    ,0.08    ,0.10    ,0.02
19961028    ,0.05    ,0.04   ,-0.09    ,0.02
19961029   ,-0.16    ,0.22    ,0.09    ,0.02
19961030   ,-0.03    ,0.34   ,-0.12    ,0.02
19961031   ,-0.31    ,0.25    ,0.07    ,0.02
19961101    ,0.50   ,-0.08    ,0.00    ,0.02
19961104   ,-0.12    ,0.04    ,0.12    ,0.02
19961105   ,-0.10   ,-0.07    ,0.28    ,0.02
19961106    ,1.13   ,-0.65    ,0.27    ,0.02
19961107    ,0.12   ,-0.01    ,0.00    ,0.02
19961108    ,0.77   ,-0.40   ,-0.02    ,0.02
19961111    ,0.44    ,0.06    ,0.05    ,0.02
19961112   ,-0.18   ,-0.13   ,-0.05    ,0.02
19961113   ,-0.12    ,0.30   ,-0.12    ,0.02
19961114    ,0.36   ,-0.23    ,0.13    ,0.02
19961115    ,0.36   ,-0.19   ,-0.01    ,0.02
19961118   ,-0.03    ,0.27    ,0.33    ,0.02
19961119    ,0.15   ,-0.16   ,-0.09    ,0.02
19961120    ,0.54   ,-0.07    ,0.20    ,0.02
19961121    ,0.00   ,-0.03    ,0.08    ,0.02
19961122    ,0.13   ,-0.48    ,0.03    ,0.02
19961125   ,-0.29   ,-0.13    ,0.20    ,0.02
19961126    ,0.22   ,-0.28   ,-0.14    ,0.02
19961127   ,-0.51    ,0.13   ,-0.13    ,0.02
19961128   ,-0.47    ,0.05   ,-0.01    ,0.02
19961129    ,0.02   ,-0.06    ,0.12    ,0.02
19961202   ,-1.04    ,0.50    ,0.12    ,0.02
19961203    ,0.18   ,-0.58    ,0.55    ,0.02
19961204   ,-0.33   ,-0.07    ,0.01    ,0.02
19961205    ,0.74   ,-0.46    ,0.30    ,0.02
19961206   ,-1.99    ,0.94    ,0.07    ,0.02
19961209    ,0.61   ,-0.53   ,-0.23    ,0.02
19961210    ,0.75   ,-0.21   ,-0.12    ,0.02
19961211   ,-0.72    ,0.57    ,0.18    ,0.02
19961212   ,-0.51    ,0.22    ,0.12    ,0.02
19961213   ,-1.21    ,0.23   ,-0.09    ,0.02
19961216    ,0.63   ,-0.65    ,0.16    ,0.02
19961217   ,-0.36    ,0.12   ,-0.17    ,0.02
19961218    ,0.45   ,-0.16    ,0.18    ,0.02
19961219   ,-0.63   ,-0.02    ,0.22    ,0.02
19961220    ,0.76   ,-0.46   ,-0.02    ,0.02
19961223    ,0.14    ,0.10    ,0.11    ,0.02
19961224   ,-0.80    ,0.32    ,0.17    ,0.02
19961225    ,0.31   ,-0.48   ,-0.14    ,0.02
19961226   ,-0.10   ,-0.04    ,0.20    ,0.02
19961227    ,0.40    ,0.00   ,-0.19    ,0.02
19961230    ,0.22   ,-0.13    ,0.03    ,0.02
19961231    ,0.68    ,0.25   ,-0.04    ,0.02
19970101   ,-0.08    ,0.01    ,0.06    ,0.02
19970102   ,-0.92    ,0.58   ,-0.04    ,0.02
19970103   ,-0.34   ,-0.06   ,-0.07    ,0.02
19970106    ,0.98   ,-0.20    ,0.06    ,0.02
19970107   ,-0.50    ,0.63    ,0.46    ,0.02
19970108   ,-0.54    ,0.12    ,0.22    ,0.02
19970109   ,-0.84    ,0.52    ,0.54    ,0.02
19970110   ,-1.59    ,1.05    ,0.55    ,0.02
19970113    ,1.43   ,-0.99   ,-0.27    ,0.02
19970114    ,0.24   ,-0.19    ,0.19    ,0.02
19970115    ,0.56    ,0.18   ,-0.06    ,0.02
19970116    ,0.44    ,0.02   ,-0.16    ,0.02
19970117   ,-0.66    ,0.46   ,-0.11    ,0.02
19970120   ,-0.98    ,0.70    ,0.44    ,0.02
19970121   ,-0.56    ,0.07    ,0.05    ,0.02
19970122    ,0.25   ,-0.76   ,-0.08    ,0.02
19970123    ,0.17   ,-0.22    ,0.35    ,0.02
19970124   ,-0.90    ,0.71    ,0.15    ,0.02
19970127   ,-1.29    ,0.67    ,0.18    ,0.02
19970128    ,0.36   ,-0.75   ,-0.08    ,0.02
19970129   ,-0.24    ,0.08   ,-0.34    ,0.02
19970130    ,0.01    ,0.28    ,0.09    ,0.02
19970131    ,1.03   ,-0.63   ,-0.23    ,0.02
19970203   ,-0.05    ,0.42   ,-0.19    ,0.02
19970204   ,-0.09    ,0.08    ,0.01    ,0.02
19970205    ,0.02    ,0.14    ,0.29    ,0.02
19970206   ,-0.53    ,0.06    ,0.42    ,0.02
19970207    ,0.28   ,-0.48    ,0.28    ,0.02
19970210    ,0.60   ,-0.30   ,-0.19    ,0.02
19970211   ,-0.65    ,0.19   ,-0.28    ,0.02
19970212    ,0.17   ,-0.40    ,0.18    ,0.02
19970213    ,0.61   ,-0.42   ,-0.21    ,0.02
19970214    ,0.05    ,0.04   ,-0.41    ,0.02
19970217   ,-0.27    ,0.34   ,-0.13    ,0.02
19970218   ,-0.03    ,0.16    ,0.27    ,0.02
19970219   ,-0.37   ,-0.03   ,-0.25    ,0.02
19970220    ,1.40   ,-0.55    ,0.02    ,0.02
19970221    ,0.02    ,0.07   ,-0.36    ,0.02
19970224    ,0.53    ,0.33    ,0.12    ,0.02
19970225    ,0.73   ,-0.40    ,0.04    ,0.02
19970226   ,-0.90    ,0.42   ,-0.06    ,0.02
19970227    ,0.27   ,-0.32    ,0.04    ,0.02
19970228   ,-0.88    ,0.83    ,0.29    ,0.02
19970303   ,-0.81    ,0.03    ,0.42    ,0.02
19970304    ,0.31   ,-0.58    ,0.03    ,0.02
19970305    ,0.13    ,0.18    ,0.08    ,0.02
19970306    ,0.17    ,0.04    ,0.30    ,0.02
19970307   ,-0.07   ,-0.29    ,0.10    ,0.02
19970310    ,0.58   ,-0.07    ,0.30    ,0.02
19970311    ,0.15   ,-0.09   ,-0.41    ,0.02
19970312   ,-0.60    ,0.44    ,0.17    ,0.02
19970313   ,-1.42    ,0.54    ,0.10    ,0.02
19970314    ,0.48   ,-0.64   ,-0.11    ,0.02
19970317   ,-0.63    ,0.40    ,0.09    ,0.02
19970318    ,0.52   ,-0.35   ,-0.05    ,0.02
19970319   ,-0.18   ,-0.28   ,-0.22    ,0.02
19970320   ,-1.48    ,0.31   ,-0.02    ,0.02
19970321    ,1.14   ,-0.61    ,0.08    ,0.02
19970324   ,-0.43    ,0.55    ,0.12    ,0.02
19970325    ,0.72   ,-0.74    ,0.12    ,0.02
19970326    ,0.76   ,-0.58    ,0.02    ,0.02
19970327    ,0.14   ,-0.10    ,0.30    ,0.02
19970328   ,-0.29    ,0.12    ,0.09    ,0.02
19970331   ,-0.10    ,0.04    ,0.18    ,0.02
19970401   ,-0.93    ,0.25   ,-0.23    ,0.02
19970402   ,-0.51    ,0.11   ,-0.21    ,0.02
19970403   ,-0.06   ,-0.23    ,0.05    ,0.02
19970404   ,-0.81    ,0.10    ,0.16    ,0.02
19970407   ,-0.49   ,-0.38    ,0.17    ,0.02
19970408    ,0.05   ,-0.37    ,0.05    ,0.02
19970409   ,-0.45   ,-0.03    ,0.19    ,0.02
19970410   ,-0.10    ,0.19   ,-0.02    ,0.02
19970411   ,-0.07   ,-0.13    ,0.02    ,0.02
19970414   ,-1.08    ,0.16    ,0.18    ,0.02
19970415    ,1.38   ,-0.89   ,-0.10    ,0.02
19970416    ,0.36   ,-0.14   ,-0.18    ,0.02
19970417    ,0.51    ,0.09   ,-0.18    ,0.02
19970418    ,0.74    ,0.22   ,-0.22    ,0.02
19970421    ,0.83    ,0.05   ,-0.05    ,0.02
19970422   ,-0.53    ,0.22   ,-0.10    ,0.02
19970423    ,0.81   ,-0.57    ,0.11    ,0.02
19970424    ,0.06   ,-0.07    ,0.29    ,0.02
19970425   ,-0.90    ,0.55   ,-0.01    ,0.02
19970428   ,-0.22   ,-0.17    ,0.14    ,0.02
19970429    ,0.87   ,-0.65    ,0.07    ,0.02
19970430    ,0.73   ,-0.53   ,-0.06    ,0.02
19970501    ,0.84   ,-0.21    ,0.00    ,0.02
19970502    ,0.45   ,-0.39    ,0.06    ,0.02
19970505    ,0.39   ,-0.28    ,0.07    ,0.02
19970506    ,1.79   ,-0.71   ,-0.12    ,0.02
19970507   ,-0.16    ,0.27    ,0.19    ,0.02
19970508    ,0.70   ,-0.16   ,-0.08    ,0.02
19970509    ,1.43   ,-0.12    ,0.05    ,0.02
19970512    ,0.56   ,-0.40   ,-0.48    ,0.02
19970513    ,1.03   ,-0.14   ,-0.04    ,0.02
19970514    ,0.89   ,-0.33   ,-0.16    ,0.02
19970515   ,-0.02    ,0.26    ,0.06    ,0.02
19970516    ,0.59   ,-0.17   ,-0.07    ,0.02
19970519   ,-0.22    ,0.11   ,-0.17    ,0.02
19970520    ,1.33    ,0.01    ,0.37    ,0.02
19970521   ,-0.90    ,0.28    ,0.33    ,0.02
19970522   ,-0.99    ,0.25    ,0.19    ,0.02
19970523    ,0.80   ,-0.35    ,0.03    ,0.02
19970526    ,0.14    ,0.19   ,-0.12    ,0.02
19970527   ,-0.75    ,0.15   ,-0.07    ,0.02
19970528    ,0.58    ,0.02   ,-0.39    ,0.02
19970529   ,-0.32    ,0.19   ,-0.18    ,0.02
19970530   ,-0.92    ,0.87   ,-0.03    ,0.02
19970602    ,0.19   ,-0.62   ,-0.02    ,0.02
19970603    ,0.42   ,-0.23    ,0.32    ,0.02
19970604    ,0.13   ,-0.15    ,0.21    ,0.02
19970605    ,0.43   ,-0.03    ,0.29    ,0.02
19970606    ,0.65   ,-0.19   ,-0.02    ,0.02
19970609    ,0.73    ,0.00   ,-0.24    ,0.02
19970610    ,0.21   ,-0.28   ,-0.45    ,0.02
19970611    ,0.23   ,-0.15    ,0.06    ,0.02
19970612   ,-0.45   ,-0.62   ,-0.21    ,0.02
19970613    ,0.31   ,-0.24    ,0.09    ,0.02
19970616    ,0.87   ,-0.27    ,0.02    ,0.02
19970617   ,-0.53    ,0.49    ,0.12    ,0.02
19970618   ,-0.36    ,0.04    ,0.29    ,0.02
19970619    ,0.38   ,-0.15    ,0.17    ,0.02
19970620    ,0.01    ,0.04    ,0.18    ,0.02
19970623    ,0.28   ,-0.32    ,0.20    ,0.02
19970624   ,-0.12   ,-0.37    ,0.08    ,0.02
19970625    ,1.45   ,-0.86   ,-0.01    ,0.02
19970626    ,0.37   ,-0.13   ,-0.20    ,0.02
19970627   ,-1.03    ,0.69    ,0.05    ,0.02
19970630   ,-0.16    ,0.26   ,-0.10    ,0.02
19970701    ,0.00   ,-0.45    ,0.21    ,0.02
19970702    ,0.61   ,-0.28    ,0.02    ,0.02
19970703    ,0.98   ,-0.50   ,-0.15    ,0.02
19970704   ,-0.30    ,0.08   ,-0.06    ,0.02
19970707    ,0.09   ,-0.34    ,0.51    ,0.02
19970708   ,-0.42   ,-0.16    ,0.11    ,0.02
19970709    ,0.23   ,-0.36    ,0.07    ,0.02
19970710   ,-0.11    ,0.07    ,0.06    ,0.02
19970711   ,-0.25   ,-0.28   ,-0.38    ,0.02
19970714    ,0.71   ,-0.71   ,-0.33    ,0.02
19970715   ,-0.69    ,0.01   ,-0.07    ,0.02
19970716    ,1.25   ,-1.09   ,-0.46    ,0.02
19970717   ,-0.05   ,-0.16   ,-0.05    ,0.02
19970718   ,-0.77    ,0.99    ,0.05    ,0.02
19970721   ,-0.96    ,0.39    ,0.17    ,0.02
19970722    ,0.41   ,-0.67   ,-0.06    ,0.02
19970723    ,0.75   ,-0.96    ,0.17    ,0.02
19970724   ,-0.49    ,0.10   ,-0.25    ,0.02
19970725   ,-0.24    ,0.05    ,0.28    ,0.02
19970728   ,-0.29   ,-0.12    ,0.21    ,0.02
19970729   ,-0.42    ,0.10   ,-0.19    ,0.02
19970730    ,0.45   ,-0.48   ,-0.03    ,0.02
19970731    ,0.22   ,-0.33    ,0.02    ,0.02
19970801   ,-1.29    ,0.56    ,0.03    ,0.02
19970804   ,-0.76    ,0.58   ,-0.16    ,0.02
19970805   ,-0.66   ,-0.14   ,-0.09    ,0.02
19970806    ,1.03   ,-1.03   ,-0.10    ,0.02
19970807    ,0.45   ,-0.76    ,0.12    ,0.02
19970808    ,0.95    ,0.16    ,0.03    ,0.02
19970811   ,-1.92    ,0.95   ,-0.18    ,0.02
19970812    ,0.37   ,-0.22    ,0.00    ,0.02
19970813   ,-0.11    ,0.68    ,0.20    ,0.02
19970814   ,-0.51    ,0.34   ,-0.31    ,0.02
19970815   ,-0.06    ,0.66    ,0.17    ,0.02
19970818   ,-1.33    ,0.03   ,-0.24    ,0.02
19970819    ,0.49   ,-0.40   ,-0.10    ,0.02
19970820    ,0.70   ,-0.26    ,0.09    ,0.02
19970821    ,0.30    ,0.43    ,0.02    ,0.02
19970822   ,-1.65    ,1.35    ,0.36    ,0.02
19970825   ,-0.06    ,0.20    ,0.06    ,0.02
19970826    ,0.28    ,0.10    ,0.14    ,0.02
19970827   ,-0.69    ,0.19   ,-0.01    ,0.02
19970828   ,-0.79    ,0.61    ,0.13    ,0.02
19970829   ,-1.74    ,0.52   ,-0.10    ,0.02
19970901   ,-0.51   ,-0.26   ,-0.10    ,0.02
19970902    ,0.59   ,-1.48   ,-0.20    ,0.02
19970903    ,1.77   ,-0.50    ,0.00    ,0.02
19970904   ,-0.37    ,0.06   ,-0.03    ,0.02
19970905    ,0.72   ,-0.09   ,-0.17    ,0.02
19970908   ,-0.21    ,0.39   ,-0.18    ,0.02
19970909    ,0.56    ,0.22    ,0.10    ,0.02
19970910   ,-0.46    ,0.42    ,0.21    ,0.02
19970911   ,-1.09    ,0.85    ,0.26    ,0.02
19970912   ,-0.52    ,0.29    ,0.05    ,0.02
19970915    ,0.89   ,-0.39    ,0.20    ,0.02
19970916   ,-0.01   ,-0.71   ,-0.01    ,0.02
19970917    ,0.19   ,-0.34   ,-0.33    ,0.02
19970918    ,0.30   ,-0.66   ,-0.36    ,0.02
19970919    ,0.07   ,-0.01    ,0.02    ,0.02
19970922    ,0.60   ,-1.16   ,-0.05    ,0.02
19970923   ,-0.14    ,0.11   ,-0.15    ,0.02
19970924    ,1.54   ,-0.87   ,-0.23    ,0.02
19970925    ,0.25    ,0.08    ,0.02    ,0.02
19970926   ,-0.21   ,-0.68    ,0.04    ,0.02
19970929   ,-0.12   ,-0.37   ,-0.19    ,0.02
19970930    ,0.65   ,-0.33   ,-0.20    ,0.02
19971001    ,0.13   ,-0.54   ,-0.54    ,0.02
19971002   ,-0.50    ,0.18    ,0.18    ,0.02
19971003    ,0.94   ,-0.50    ,0.27    ,0.02
19971006    ,0.03    ,0.05   ,-0.24    ,0.02
19971007   ,-0.38    ,0.44   ,-0.09    ,0.02
19971008    ,0.36    ,0.16   ,-0.06    ,0.02
19971009   ,-1.50    ,1.05   ,-0.38    ,0.02
19971010    ,0.01    ,0.13   ,-0.13    ,0.02
19971013    ,0.00   ,-0.52    ,0.29    ,0.02
19971014   ,-0.10   ,-0.37    ,0.27    ,0.02
19971015   ,-0.26   ,-0.05   ,-0.05    ,0.02
19971016    ,0.73   ,-0.35    ,0.05    ,0.02
19971017   ,-1.50    ,0.69   ,-0.03    ,0.02
19971020   ,-0.55    ,0.35    ,0.23    ,0.02
19971021   ,-0.10   ,-0.31    ,0.03    ,0.02
19971022   ,-0.05    ,0.25    ,0.23    ,0.02
19971023   ,-2.68    ,1.22    ,0.46    ,0.02
19971024   ,-0.14    ,0.06    ,0.10    ,0.02
19971027   ,-1.80    ,0.61    ,0.63    ,0.02
19971028   ,-3.41    ,0.20   ,-0.37    ,0.02
19971029    ,4.27   ,-1.28    ,0.06    ,0.02
19971030   ,-1.41    ,1.02    ,0.41    ,0.02
19971031    ,0.50   ,-0.08    ,0.15    ,0.02
19971103    ,0.94   ,-0.32   ,-0.03    ,0.02
19971104    ,0.13    ,0.07   ,-0.14    ,0.02
19971105   ,-0.11   ,-0.24    ,0.10    ,0.02
19971106   ,-0.62    ,0.15   ,-0.21    ,0.02
19971107   ,-2.23    ,1.23    ,0.25    ,0.02
19971110   ,-0.05   ,-0.25    ,0.07    ,0.02
19971111   ,-0.06   ,-0.27   ,-0.13    ,0.02
19971112   ,-1.97    ,0.39    ,0.09    ,0.02
19971113   ,-0.04   ,-0.29    ,0.09    ,0.02
19971114   ,-0.33    ,0.02    ,0.07    ,0.02
19971117    ,2.97   ,-2.33   ,-0.62    ,0.02
19971118    ,0.42   ,-0.46   ,-0.19    ,0.02
19971119   ,-1.63    ,0.56    ,0.08    ,0.02
19971120    ,1.14   ,-1.16   ,-0.40    ,0.02
19971121    ,1.59   ,-1.17   ,-0.40    ,0.02
19971124   ,-1.16    ,0.45    ,0.13    ,0.02
19971125   ,-2.22    ,0.27    ,0.49    ,0.02
19971126    ,0.20   ,-1.10   ,-0.42    ,0.02
19971127    ,0.61   ,-0.99   ,-0.48    ,0.02
19971128    ,0.18    ,0.27   ,-0.08    ,0.02
19971201    ,1.17   ,-1.33   ,-0.05    ,0.02
19971202    ,0.35   ,-0.14    ,0.00    ,0.02
19971203   ,-0.29    ,0.15    ,0.26    ,0.02
19971204   ,-0.05   ,-0.36   ,-0.01    ,0.02
19971205   ,-0.09   ,-0.36   ,-0.25    ,0.02
19971208   ,-0.02   ,-0.29    ,0.14    ,0.02
19971209    ,0.51   ,-0.58    ,0.19    ,0.02
19971210   ,-0.75    ,0.55    ,0.35    ,0.02
19971211   ,-1.24    ,0.92    ,0.54    ,0.02
19971212   ,-0.78    ,0.04   ,-0.08    ,0.02
19971215   ,-0.31   ,-0.45    ,0.05    ,0.02
19971216    ,0.77   ,-1.22   ,-0.14    ,0.02
19971217    ,1.97   ,-0.61   ,-0.47    ,0.02
19971218   ,-0.65    ,0.22   ,-0.02    ,0.02
19971219   ,-2.53    ,1.19    ,0.02    ,0.02
19971222   ,-0.95   ,-0.48    ,0.14    ,0.02
19971223    ,0.50   ,-0.06   ,-0.20    ,0.02
19971224   ,-0.06   ,-0.22   ,-0.10    ,0.02
19971225    ,0.53   ,-0.23   ,-0.11    ,0.02
19971226   ,-0.39    ,0.35   ,-0.03    ,0.02
19971229    ,1.04   ,-1.15   ,-0.37    ,0.02
19971230    ,0.90   ,-0.46    ,0.09    ,0.02
19971231   ,-0.29    ,0.33   ,-0.04    ,0.02
19980101    ,0.00    ,0.00   ,-0.05    ,0.02
19980102    ,0.19   ,-0.30   ,-0.03    ,0.02
19980105   ,-0.23   ,-0.44    ,0.58    ,0.02
19980106   ,-1.07   ,-0.40    ,0.03    ,0.02
19980107    ,0.35   ,-0.04   ,-0.05    ,0.02
19980108   ,-0.84    ,0.48   ,-0.20    ,0.02
19980109   ,-1.21    ,0.82   ,-0.03    ,0.02
19980112   ,-2.37    ,0.88    ,0.03    ,0.02
19980113    ,1.41   ,-0.50   ,-0.19    ,0.02
19980114    ,1.16   ,-0.52   ,-0.01    ,0.02
19980115   ,-0.08   ,-0.09   ,-0.26    ,0.02
19980116    ,2.09   ,-1.05   ,-0.15    ,0.02
19980119    ,1.40   ,-0.14   ,-0.16    ,0.02
19980120    ,0.26    ,0.05    ,0.12    ,0.02
19980121    ,0.93    ,0.40    ,0.41    ,0.02
19980122   ,-0.35    ,0.42    ,0.29    ,0.02
19980123    ,1.32    ,0.33    ,0.33    ,0.02
19980126    ,0.38    ,0.33    ,0.38    ,0.02
19980127    ,1.14   ,-0.12    ,0.32    ,0.02
19980128    ,0.06    ,0.61    ,0.05    ,0.02
19980129   ,-0.41   ,-0.48   ,-0.42    ,0.02
19980130   ,-0.30   ,-0.32   ,-0.14    ,0.02
19980202    ,1.96   ,-0.88   ,-0.40    ,0.02
19980203    ,0.72    ,0.20    ,0.17    ,0.02
19980204    ,0.43    ,0.36    ,0.19    ,0.02
19980205    ,0.78    ,0.16    ,0.41    ,0.02
19980206   ,-0.32    ,0.39    ,0.26    ,0.02
19980209    ,0.12    ,0.37    ,0.22    ,0.02
19980210    ,0.57    ,0.34    ,0.67    ,0.02
19980211    ,0.00   ,-0.10    ,0.14    ,0.02
19980212   ,-0.45    ,0.72    ,0.02    ,0.02
19980213   ,-0.70   ,-0.04   ,-0.55    ,0.02
19980216   ,-0.21   ,-0.57   ,-0.15    ,0.02
19980217    ,0.52   ,-0.74    ,0.05    ,0.02
19980218    ,0.17    ,0.12    ,0.28    ,0.02
19980219    ,0.15    ,0.22    ,0.08    ,0.02
19980220   ,-0.30   ,-0.16   ,-0.19    ,0.02
19980223    ,0.53   ,-0.03    ,0.20    ,0.02
19980224   ,-0.51    ,0.40    ,0.49    ,0.02
19980225    ,0.51   ,-0.79   ,-0.33    ,0.02
19980226    ,1.12    ,0.01   ,-0.06    ,0.02
19980227    ,0.84    ,0.24    ,0.14    ,0.02
19980302    ,1.39   ,-0.20    ,0.16    ,0.02
19980303   ,-0.16    ,0.12    ,0.30    ,0.02
19980304   ,-0.93    ,0.67   ,-0.17    ,0.02
19980305   ,-1.65    ,0.29    ,0.10    ,0.02
19980306    ,1.44   ,-0.76    ,0.04    ,0.02
19980309    ,0.46   ,-0.03    ,0.27    ,0.02
19980310    ,0.27    ,0.03    ,0.22    ,0.02
19980311   ,-0.25    ,0.20    ,0.18    ,0.02
19980312   ,-0.04    ,0.37    ,0.07    ,0.02
19980313    ,1.57   ,-0.20    ,0.07    ,0.02
19980316   ,-0.28   ,-0.02    ,0.13    ,0.02
19980317    ,0.65   ,-0.37    ,0.08    ,0.02
19980318   ,-0.87    ,0.14    ,0.17    ,0.02
19980319    ,0.31   ,-0.28    ,0.11    ,0.02
19980320    ,0.69   ,-0.18    ,0.51    ,0.02
19980323    ,0.40    ,0.21   ,-0.02    ,0.02
19980324    ,0.21   ,-0.48    ,0.57    ,0.02
19980325    ,0.81   ,-0.24    ,0.62    ,0.02
19980326    ,0.33    ,0.23   ,-0.16    ,0.02
19980327   ,-0.14    ,0.05    ,0.13    ,0.02
19980330   ,-1.53    ,0.58   ,-0.08    ,0.02
19980331    ,0.14   ,-0.65   ,-0.11    ,0.02
19980401   ,-0.08   ,-0.67   ,-0.09    ,0.02
19980402   ,-0.42   ,-0.46    ,0.06    ,0.02
19980403    ,0.14    ,0.10   ,-0.03    ,0.02
19980406    ,1.37   ,-0.52    ,0.29    ,0.02
19980407   ,-0.10    ,0.42    ,0.15    ,0.02
19980408    ,1.04   ,-0.03   ,-0.37    ,0.02
19980409    ,0.19   ,-0.10   ,-0.15    ,0.02
19980410    ,0.54   ,-0.07    ,0.15    ,0.02
